sentiment,file_reference
NEGATIVE,10202_3.txt
NEGATIVE,1020_2.txt
NEGATIVE,10203_2.txt
NEGATIVE,10204_2.txt
NEGATIVE,10205_2.txt
NEGATIVE,10206_3.txt
NEGATIVE,10207_2.txt
NEGATIVE,10208_3.txt
NEGATIVE,10209_3.txt
NEGATIVE,10210_3.txt
NEGATIVE,10211_2.txt
NEGATIVE,1021_1.txt
NEGATIVE,10212_1.txt
NEGATIVE,10213_1.txt
NEGATIVE,10214_4.txt
NEGATIVE,10215_2.txt
NEGATIVE,10216_3.txt
NEGATIVE,10217_1.txt
NEGATIVE,10218_3.txt
NEGATIVE,10219_2.txt
NEGATIVE,102_1.txt
NEGATIVE,10220_3.txt
NEGATIVE,10221_3.txt
NEGATIVE,1022_1.txt
NEGATIVE,10222_4.txt
NEGATIVE,10223_4.txt
NEGATIVE,10224_4.txt
NEGATIVE,10225_3.txt
NEGATIVE,10226_3.txt
NEGATIVE,10227_1.txt
NEGATIVE,10228_3.txt
NEGATIVE,10229_3.txt
NEGATIVE,10230_1.txt
NEGATIVE,10231_1.txt
NEGATIVE,10232_1.txt
NEGATIVE,10233_1.txt
NEGATIVE,1023_3.txt
NEGATIVE,10234_1.txt
NEGATIVE,10235_2.txt
NEGATIVE,10236_1.txt
NEGATIVE,10237_2.txt
NEGATIVE,10238_4.txt
NEGATIVE,10239_3.txt
NEGATIVE,10240_1.txt
NEGATIVE,10241_1.txt
NEGATIVE,1024_1.txt
NEGATIVE,10242_3.txt
NEGATIVE,10243_1.txt
NEGATIVE,10244_2.txt
NEGATIVE,10245_3.txt
NEGATIVE,10246_2.txt
NEGATIVE,10247_2.txt
NEGATIVE,10248_1.txt
NEGATIVE,10249_1.txt
NEGATIVE,10250_3.txt
NEGATIVE,10251_3.txt
NEGATIVE,10252_3.txt
NEGATIVE,1025_2.txt
NEGATIVE,10253_1.txt
NEGATIVE,10254_1.txt
NEGATIVE,10255_1.txt
NEGATIVE,10256_3.txt
NEGATIVE,10257_1.txt
NEGATIVE,10258_4.txt
NEGATIVE,10259_1.txt
NEGATIVE,10260_1.txt
NEGATIVE,10261_1.txt
NEGATIVE,10262_1.txt
NEGATIVE,10263_4.txt
NEGATIVE,1026_3.txt
NEGATIVE,10264_4.txt
NEGATIVE,10265_2.txt
NEGATIVE,10266_1.txt
NEGATIVE,10267_1.txt
NEGATIVE,10268_1.txt
NEGATIVE,10269_1.txt
NEGATIVE,10270_1.txt
NEGATIVE,10271_1.txt
NEGATIVE,1027_1.txt
NEGATIVE,10272_1.txt
NEGATIVE,10273_2.txt
NEGATIVE,10274_4.txt
NEGATIVE,10275_3.txt
NEGATIVE,10276_1.txt
NEGATIVE,10277_1.txt
NEGATIVE,10278_1.txt
NEGATIVE,10279_3.txt
NEGATIVE,10280_3.txt
NEGATIVE,10281_1.txt
NEGATIVE,10282_2.txt
NEGATIVE,10283_1.txt
NEGATIVE,1028_3.txt
NEGATIVE,10284_3.txt
NEGATIVE,10285_3.txt
NEGATIVE,10286_1.txt
NEGATIVE,10287_4.txt
NEGATIVE,10288_1.txt
NEGATIVE,10289_1.txt
NEGATIVE,10290_1.txt
NEGATIVE,10291_4.txt
NEGATIVE,10292_3.txt
NEGATIVE,10293_4.txt
NEGATIVE,1029_3.txt
NEGATIVE,10294_1.txt
NEGATIVE,10295_1.txt
NEGATIVE,10296_1.txt
NEGATIVE,10297_3.txt
NEGATIVE,10298_4.txt
NEGATIVE,10299_4.txt
NEGATIVE,10_2.txt
NEGATIVE,10300_3.txt
NEGATIVE,10301_4.txt
NEGATIVE,10302_1.txt
NEGATIVE,1030_2.txt
NEGATIVE,10303_1.txt
NEGATIVE,10304_1.txt
NEGATIVE,10305_4.txt
NEGATIVE,10306_4.txt
NEGATIVE,10307_2.txt
NEGATIVE,10308_1.txt
NEGATIVE,10309_3.txt
NEGATIVE,10310_2.txt
NEGATIVE,10311_3.txt
NEGATIVE,10312_4.txt
NEGATIVE,1031_2.txt
NEGATIVE,10313_4.txt
NEGATIVE,10314_4.txt
NEGATIVE,10315_2.txt
NEGATIVE,10316_3.txt
NEGATIVE,10317_1.txt
NEGATIVE,10318_2.txt
NEGATIVE,10319_1.txt
NEGATIVE,103_1.txt
NEGATIVE,10320_2.txt
NEGATIVE,10321_2.txt
NEGATIVE,1032_1.txt
NEGATIVE,10322_2.txt
NEGATIVE,10323_1.txt
NEGATIVE,10324_2.txt
NEGATIVE,10325_1.txt
NEGATIVE,10326_1.txt
NEGATIVE,10327_1.txt
NEGATIVE,10328_4.txt
NEGATIVE,10329_1.txt
NEGATIVE,10330_1.txt
NEGATIVE,10331_2.txt
NEGATIVE,10332_1.txt
NEGATIVE,10333_1.txt
NEGATIVE,10334_3.txt
NEGATIVE,1033_4.txt
NEGATIVE,10335_3.txt
NEGATIVE,10336_4.txt
NEGATIVE,10337_3.txt
NEGATIVE,10338_2.txt
NEGATIVE,10339_2.txt
NEGATIVE,10340_1.txt
NEGATIVE,10341_1.txt
NEGATIVE,10342_2.txt
NEGATIVE,1034_2.txt
NEGATIVE,10343_3.txt
NEGATIVE,10344_4.txt
NEGATIVE,10345_4.txt
NEGATIVE,10346_4.txt
NEGATIVE,10347_4.txt
NEGATIVE,10348_1.txt
NEGATIVE,10349_4.txt
NEGATIVE,10350_1.txt
NEGATIVE,10351_1.txt
NEGATIVE,1035_1.txt
NEGATIVE,10352_4.txt
NEGATIVE,10353_3.txt
NEGATIVE,10354_4.txt
NEGATIVE,10355_1.txt
NEGATIVE,10356_2.txt
NEGATIVE,10357_1.txt
NEGATIVE,10358_1.txt
NEGATIVE,10359_1.txt
NEGATIVE,10360_3.txt
NEGATIVE,10361_1.txt
NEGATIVE,10362_1.txt
NEGATIVE,10363_2.txt
NEGATIVE,1036_3.txt
NEGATIVE,10364_4.txt
NEGATIVE,10365_1.txt
NEGATIVE,10366_1.txt
NEGATIVE,10367_4.txt
NEGATIVE,10368_1.txt
NEGATIVE,10369_1.txt
NEGATIVE,10370_4.txt
NEGATIVE,10371_3.txt
NEGATIVE,1037_1.txt
NEGATIVE,10372_3.txt
NEGATIVE,10373_3.txt
NEGATIVE,10374_1.txt
NEGATIVE,10375_1.txt
NEGATIVE,10376_1.txt
NEGATIVE,10377_1.txt
NEGATIVE,10378_2.txt
NEGATIVE,10379_2.txt
NEGATIVE,10380_4.txt
NEGATIVE,10381_4.txt
NEGATIVE,10382_4.txt
NEGATIVE,1038_2.txt
NEGATIVE,10383_2.txt
NEGATIVE,10384_4.txt
NEGATIVE,10385_3.txt
NEGATIVE,10386_4.txt
NEGATIVE,10387_1.txt
NEGATIVE,10388_4.txt
NEGATIVE,10389_4.txt
NEGATIVE,10390_2.txt
NEGATIVE,10391_3.txt
NEGATIVE,1039_1.txt
NEGATIVE,10392_3.txt
NEGATIVE,10393_4.txt
NEGATIVE,10394_3.txt
NEGATIVE,10395_2.txt
NEGATIVE,10396_1.txt
NEGATIVE,10397_2.txt
NEGATIVE,10398_3.txt
NEGATIVE,10399_4.txt
NEGATIVE,10400_1.txt
NEGATIVE,10401_2.txt
NEGATIVE,1040_1.txt
NEGATIVE,10402_1.txt
NEGATIVE,10403_2.txt
NEGATIVE,10404_4.txt
NEGATIVE,10405_4.txt
NEGATIVE,10406_3.txt
NEGATIVE,10407_4.txt
NEGATIVE,10408_1.txt
NEGATIVE,10409_2.txt
NEGATIVE,10410_1.txt
NEGATIVE,10411_2.txt
NEGATIVE,1041_1.txt
NEGATIVE,10412_1.txt
NEGATIVE,10413_1.txt
NEGATIVE,10414_3.txt
NEGATIVE,10415_2.txt
NEGATIVE,10416_2.txt
NEGATIVE,10417_1.txt
NEGATIVE,10418_1.txt
NEGATIVE,10419_1.txt
NEGATIVE,10420_2.txt
NEGATIVE,10421_2.txt
NEGATIVE,1042_1.txt
NEGATIVE,10422_1.txt
NEGATIVE,10423_1.txt
NEGATIVE,10424_2.txt
NEGATIVE,10425_3.txt
NEGATIVE,10426_1.txt
NEGATIVE,10427_4.txt
NEGATIVE,10428_4.txt
NEGATIVE,10429_1.txt
NEGATIVE,10430_3.txt
NEGATIVE,10431_1.txt
NEGATIVE,10432_2.txt
NEGATIVE,10433_4.txt
NEGATIVE,1043_3.txt
NEGATIVE,10434_3.txt
NEGATIVE,10435_2.txt
NEGATIVE,10436_4.txt
NEGATIVE,10437_4.txt
NEGATIVE,10438_4.txt
NEGATIVE,10439_1.txt
NEGATIVE,104_3.txt
NEGATIVE,10440_1.txt
NEGATIVE,10441_1.txt
NEGATIVE,10442_2.txt
NEGATIVE,10443_3.txt
NEGATIVE,10444_1.txt
NEGATIVE,1044_4.txt
NEGATIVE,10445_1.txt
NEGATIVE,10446_2.txt
NEGATIVE,10447_1.txt
NEGATIVE,10448_1.txt
NEGATIVE,10449_4.txt
NEGATIVE,10450_1.txt
NEGATIVE,10451_1.txt
NEGATIVE,10452_1.txt
NEGATIVE,1045_2.txt
NEGATIVE,10453_1.txt
NEGATIVE,10454_1.txt
NEGATIVE,10455_1.txt
NEGATIVE,10456_1.txt
NEGATIVE,10457_3.txt
NEGATIVE,10458_2.txt
NEGATIVE,10459_2.txt
NEGATIVE,10460_3.txt
NEGATIVE,10461_1.txt
NEGATIVE,10462_4.txt
NEGATIVE,1046_2.txt
NEGATIVE,10463_1.txt
NEGATIVE,10464_1.txt
NEGATIVE,10465_2.txt
NEGATIVE,10466_2.txt
NEGATIVE,10467_1.txt
NEGATIVE,10468_1.txt
NEGATIVE,10469_1.txt
NEGATIVE,10470_1.txt
NEGATIVE,10471_2.txt
NEGATIVE,10472_1.txt
NEGATIVE,1047_2.txt
NEGATIVE,10473_3.txt
NEGATIVE,10474_3.txt
NEGATIVE,10475_1.txt
NEGATIVE,10476_1.txt
NEGATIVE,10477_1.txt
NEGATIVE,10478_3.txt
NEGATIVE,10479_2.txt
NEGATIVE,10480_2.txt
NEGATIVE,10481_2.txt
NEGATIVE,10482_1.txt
NEGATIVE,10483_4.txt
NEGATIVE,10484_2.txt
NEGATIVE,1048_4.txt
NEGATIVE,10485_1.txt
NEGATIVE,10486_3.txt
NEGATIVE,10487_2.txt
NEGATIVE,10488_1.txt
NEGATIVE,10489_4.txt
NEGATIVE,10490_1.txt
NEGATIVE,10491_1.txt
NEGATIVE,10492_1.txt
NEGATIVE,10493_4.txt
NEGATIVE,1049_3.txt
NEGATIVE,10494_1.txt
NEGATIVE,10495_1.txt
NEGATIVE,10496_4.txt
NEGATIVE,10497_4.txt
NEGATIVE,10498_3.txt
NEGATIVE,10499_1.txt
NEGATIVE,10500_4.txt
NEGATIVE,10501_4.txt
NEGATIVE,10502_4.txt
NEGATIVE,10503_1.txt
NEGATIVE,10504_1.txt
NEGATIVE,1050_4.txt
NEGATIVE,10505_2.txt
NEGATIVE,10506_1.txt
NEGATIVE,10507_1.txt
NEGATIVE,10508_1.txt
NEGATIVE,10509_3.txt
NEGATIVE,10510_1.txt
NEGATIVE,10511_1.txt
NEGATIVE,10512_1.txt
NEGATIVE,10513_3.txt
NEGATIVE,10514_3.txt
NEGATIVE,1051_4.txt
NEGATIVE,10515_1.txt
NEGATIVE,10516_4.txt
NEGATIVE,10517_1.txt
NEGATIVE,10518_1.txt
NEGATIVE,10519_1.txt
NEGATIVE,10520_2.txt
NEGATIVE,10521_1.txt
NEGATIVE,1052_1.txt
NEGATIVE,10522_4.txt
NEGATIVE,10523_2.txt
NEGATIVE,10524_4.txt
NEGATIVE,10525_4.txt
NEGATIVE,10526_3.txt
NEGATIVE,10527_4.txt
NEGATIVE,10528_3.txt
NEGATIVE,10529_4.txt
NEGATIVE,105_2.txt
NEGATIVE,10530_4.txt
NEGATIVE,10531_3.txt
NEGATIVE,10532_4.txt
NEGATIVE,10533_4.txt
NEGATIVE,10534_1.txt
NEGATIVE,1053_4.txt
NEGATIVE,10535_2.txt
NEGATIVE,10536_4.txt
NEGATIVE,10537_1.txt
NEGATIVE,10538_3.txt
NEGATIVE,10539_4.txt
NEGATIVE,10540_4.txt
NEGATIVE,10541_4.txt
NEGATIVE,10542_3.txt
NEGATIVE,10543_3.txt
NEGATIVE,1054_3.txt
NEGATIVE,10544_4.txt
NEGATIVE,10545_1.txt
NEGATIVE,10546_1.txt
NEGATIVE,10547_1.txt
NEGATIVE,10548_3.txt
NEGATIVE,10549_2.txt
NEGATIVE,10550_4.txt
NEGATIVE,10551_1.txt
NEGATIVE,10552_1.txt
NEGATIVE,1055_2.txt
NEGATIVE,10553_1.txt
NEGATIVE,10554_1.txt
NEGATIVE,10555_1.txt
NEGATIVE,10556_1.txt
NEGATIVE,10557_3.txt
NEGATIVE,10558_4.txt
NEGATIVE,10559_3.txt
NEGATIVE,10560_3.txt
NEGATIVE,10561_1.txt
NEGATIVE,10562_2.txt
NEGATIVE,10563_1.txt
NEGATIVE,1056_3.txt
NEGATIVE,10564_4.txt
NEGATIVE,10565_3.txt
NEGATIVE,10566_3.txt
NEGATIVE,10567_2.txt
NEGATIVE,10568_1.txt
NEGATIVE,10569_1.txt
NEGATIVE,10570_1.txt
NEGATIVE,10571_1.txt
NEGATIVE,10572_1.txt
NEGATIVE,10573_3.txt
NEGATIVE,1057_3.txt
NEGATIVE,10574_1.txt
NEGATIVE,10575_3.txt
NEGATIVE,10576_4.txt
NEGATIVE,10577_2.txt
NEGATIVE,10578_1.txt
NEGATIVE,10579_2.txt
NEGATIVE,10580_4.txt
NEGATIVE,10581_1.txt
NEGATIVE,1058_1.txt
NEGATIVE,10582_3.txt
NEGATIVE,10583_3.txt
NEGATIVE,10584_1.txt
NEGATIVE,10585_2.txt
NEGATIVE,10586_1.txt
NEGATIVE,10587_1.txt
NEGATIVE,10588_1.txt
NEGATIVE,10589_1.txt
NEGATIVE,10590_4.txt
NEGATIVE,10591_3.txt
NEGATIVE,10592_1.txt
NEGATIVE,1059_2.txt
NEGATIVE,10593_4.txt
NEGATIVE,10594_1.txt
NEGATIVE,10595_4.txt
NEGATIVE,10596_1.txt
NEGATIVE,10597_2.txt
NEGATIVE,10598_1.txt
NEGATIVE,10599_2.txt
NEGATIVE,10600_2.txt
NEGATIVE,10601_3.txt
NEGATIVE,10602_4.txt
NEGATIVE,10603_1.txt
NEGATIVE,10604_2.txt
NEGATIVE,1060_4.txt
NEGATIVE,10605_1.txt
NEGATIVE,10606_2.txt
NEGATIVE,10607_2.txt
NEGATIVE,10608_2.txt
NEGATIVE,10609_3.txt
NEGATIVE,10610_1.txt
NEGATIVE,10611_1.txt
NEGATIVE,10612_3.txt
NEGATIVE,10613_3.txt
NEGATIVE,10614_1.txt
NEGATIVE,1061_4.txt
NEGATIVE,10615_2.txt
NEGATIVE,10616_2.txt
NEGATIVE,10617_1.txt
NEGATIVE,10618_1.txt
NEGATIVE,10619_1.txt
NEGATIVE,10620_4.txt
NEGATIVE,10621_3.txt
NEGATIVE,10622_3.txt
NEGATIVE,10623_3.txt
NEGATIVE,10624_1.txt
NEGATIVE,1062_4.txt
NEGATIVE,10625_2.txt
NEGATIVE,10626_1.txt
NEGATIVE,10627_1.txt
NEGATIVE,10628_1.txt
NEGATIVE,10629_2.txt
NEGATIVE,106_2.txt
NEGATIVE,10630_1.txt
NEGATIVE,10631_1.txt
NEGATIVE,10632_1.txt
NEGATIVE,10633_1.txt
NEGATIVE,1063_3.txt
NEGATIVE,10634_1.txt
NEGATIVE,10635_1.txt
NEGATIVE,10636_4.txt
NEGATIVE,10637_2.txt
NEGATIVE,10638_2.txt
NEGATIVE,10639_1.txt
NEGATIVE,10640_3.txt
NEGATIVE,10641_2.txt
NEGATIVE,10642_2.txt
NEGATIVE,1064_2.txt
NEGATIVE,10643_1.txt
NEGATIVE,10644_3.txt
NEGATIVE,10645_4.txt
NEGATIVE,10646_4.txt
NEGATIVE,10647_2.txt
NEGATIVE,10648_4.txt
NEGATIVE,10649_4.txt
NEGATIVE,10650_1.txt
NEGATIVE,10651_1.txt
NEGATIVE,1065_1.txt
NEGATIVE,10652_2.txt
NEGATIVE,10653_4.txt
NEGATIVE,10654_1.txt
NEGATIVE,10655_3.txt
NEGATIVE,10656_4.txt
NEGATIVE,10657_3.txt
NEGATIVE,10658_4.txt
NEGATIVE,10659_2.txt
NEGATIVE,10660_1.txt
NEGATIVE,10661_3.txt
NEGATIVE,10662_1.txt
NEGATIVE,1066_2.txt
NEGATIVE,10663_4.txt
NEGATIVE,10664_3.txt
NEGATIVE,10665_2.txt
NEGATIVE,10666_4.txt
NEGATIVE,10667_3.txt
NEGATIVE,10668_3.txt
NEGATIVE,10669_2.txt
NEGATIVE,10670_3.txt
NEGATIVE,10671_1.txt
NEGATIVE,10672_1.txt
NEGATIVE,10673_2.txt
NEGATIVE,1067_3.txt
NEGATIVE,10674_1.txt
NEGATIVE,10675_2.txt
NEGATIVE,10676_3.txt
NEGATIVE,10677_3.txt
NEGATIVE,10678_4.txt
NEGATIVE,10679_3.txt
NEGATIVE,10680_1.txt
NEGATIVE,10681_1.txt
NEGATIVE,1068_1.txt
NEGATIVE,10682_1.txt
NEGATIVE,10683_1.txt
NEGATIVE,10684_3.txt
NEGATIVE,10685_3.txt
NEGATIVE,10686_2.txt
NEGATIVE,10687_1.txt
NEGATIVE,10688_1.txt
NEGATIVE,10689_4.txt
NEGATIVE,10690_2.txt
NEGATIVE,10691_3.txt
NEGATIVE,10692_4.txt
NEGATIVE,10693_4.txt
NEGATIVE,1069_3.txt
NEGATIVE,10694_1.txt
NEGATIVE,10695_1.txt
NEGATIVE,10696_3.txt
NEGATIVE,10697_4.txt
NEGATIVE,10698_4.txt
NEGATIVE,10699_4.txt
NEGATIVE,10700_3.txt
NEGATIVE,10701_4.txt
NEGATIVE,1070_1.txt
NEGATIVE,10702_1.txt
NEGATIVE,10703_3.txt
NEGATIVE,10704_4.txt
NEGATIVE,10705_4.txt
NEGATIVE,10706_4.txt
NEGATIVE,10707_1.txt
NEGATIVE,10708_3.txt
NEGATIVE,10709_1.txt
NEGATIVE,10710_1.txt
NEGATIVE,10711_4.txt
NEGATIVE,10712_1.txt
NEGATIVE,10713_1.txt
NEGATIVE,10714_2.txt
NEGATIVE,1071_4.txt
NEGATIVE,10715_4.txt
NEGATIVE,10716_3.txt
NEGATIVE,10717_4.txt
NEGATIVE,10718_4.txt
NEGATIVE,10719_2.txt
NEGATIVE,10720_2.txt
NEGATIVE,10721_3.txt
NEGATIVE,10722_4.txt
NEGATIVE,10723_4.txt
NEGATIVE,10724_2.txt
NEGATIVE,1072_4.txt
NEGATIVE,10725_1.txt
NEGATIVE,10726_1.txt
NEGATIVE,10727_4.txt
NEGATIVE,10728_3.txt
NEGATIVE,10729_1.txt
NEGATIVE,107_2.txt
NEGATIVE,10730_1.txt
NEGATIVE,10731_1.txt
NEGATIVE,10732_3.txt
NEGATIVE,1073_2.txt
NEGATIVE,10733_4.txt
NEGATIVE,10734_4.txt
NEGATIVE,10735_4.txt
NEGATIVE,10736_1.txt
NEGATIVE,10737_3.txt
NEGATIVE,10738_4.txt
NEGATIVE,10739_4.txt
NEGATIVE,10740_4.txt
NEGATIVE,10741_4.txt
NEGATIVE,10742_1.txt
NEGATIVE,10743_2.txt
NEGATIVE,10744_3.txt
NEGATIVE,1074_4.txt
NEGATIVE,10745_3.txt
NEGATIVE,10746_4.txt
NEGATIVE,10747_4.txt
NEGATIVE,10748_4.txt
NEGATIVE,10749_1.txt
NEGATIVE,10750_3.txt
NEGATIVE,10751_1.txt
NEGATIVE,1075_1.txt
NEGATIVE,10752_1.txt
NEGATIVE,10753_2.txt
NEGATIVE,10754_4.txt
NEGATIVE,10755_1.txt
NEGATIVE,10756_2.txt
NEGATIVE,10757_4.txt
NEGATIVE,10758_1.txt
NEGATIVE,10759_4.txt
NEGATIVE,10760_1.txt
NEGATIVE,10761_4.txt
NEGATIVE,1076_1.txt
NEGATIVE,10762_2.txt
NEGATIVE,10763_3.txt
NEGATIVE,10764_3.txt
NEGATIVE,10765_1.txt
NEGATIVE,10766_4.txt
NEGATIVE,10767_1.txt
NEGATIVE,10768_1.txt
NEGATIVE,10769_2.txt
NEGATIVE,10770_1.txt
NEGATIVE,10771_2.txt
NEGATIVE,10772_1.txt
NEGATIVE,10773_1.txt
NEGATIVE,1077_3.txt
NEGATIVE,10774_2.txt
NEGATIVE,10775_3.txt
NEGATIVE,10776_4.txt
NEGATIVE,10777_2.txt
NEGATIVE,10778_3.txt
NEGATIVE,10779_4.txt
NEGATIVE,10780_4.txt
NEGATIVE,10781_2.txt
NEGATIVE,10782_1.txt
NEGATIVE,10783_2.txt
NEGATIVE,10784_1.txt
NEGATIVE,1078_4.txt
